Make,Model,Year,Engine Displacement,Cylinders,Transmission,Drivetrain,Vehicle Class,Fuel Type,Fuel Barrels/Year,City MPG,Highway MPG,Combined MPG,CO2 Emission Grams/Mile,Fuel Cost/Year
Cadillac,CTS Wagon,2012,3.0,6.0,Automatic (S6),Rear-Wheel Drive,Small Station Wagons,Regular,14.98227272727273,18,27,22,403.95454545454544,1500
Cadillac,CTS Wagon AWD,2012,3.0,6.0,Automatic (S6),All-Wheel Drive,Small Station Wagons,Regular,15.695714285714288,18,26,21,423.19047619047615,1600
Cadillac,CTS Wagon AWD,2012,3.6,6.0,Automatic (S6),All-Wheel Drive,Small Station Wagons,Regular,15.695714285714288,18,26,21,423.19047619047615,1600
Cadillac,Escalade 2WD,2012,6.2,8.0,Automatic 6-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,20.600625,14,18,16,555.4375,2100
Cadillac,Escalade AWD,2012,6.2,8.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,21.974,13,18,15,592.4666666666667,2200
Cadillac,Escalade ESV 2WD,2012,6.2,8.0,Automatic 6-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,20.600625,14,18,16,555.4375,2100
Cadillac,Escalade ESV AWD,2012,6.2,8.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,23.543571428571425,13,18,14,634.7857142857142,2400
Cadillac,Escalade Ext AWD,2012,6.2,8.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,23.543571428571425,13,18,14,634.7857142857142,2400
Cadillac,Escalade Hybrid 2WD,2012,6.0,8.0,Automatic (variable gear ratios),Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,15.695714285714288,20,23,21,423.19047619047615,1600
Cadillac,Escalade Hybrid 4WD,2012,6.0,8.0,Automatic (variable gear ratios),4-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,15.695714285714288,20,23,21,423.19047619047615,1600
Cadillac,SRX 2WD,2012,3.6,6.0,Automatic (S6),Front-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,17.347894736842107,17,24,19,467.73684210526324,1750
Cadillac,SRX AWD,2012,3.6,6.0,Automatic (S6),All-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,18.311666666666667,16,23,18,493.72222222222223,1850
Chevrolet,Avalanche 1500 2WD,2012,5.3,8.0,Automatic 6-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Avalanche 1500 4WD,2012,5.3,8.0,Automatic 6-spd,4-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Camaro,2012,3.6,6.0,Automatic (S6),Rear-Wheel Drive,Compact Cars,Regular,14.98227272727273,18,29,22,403.95454545454544,1500
Chevrolet,Camaro,2012,6.2,8.0,Manual 6-spd,Rear-Wheel Drive,Compact Cars,Regular,17.347894736842107,16,24,19,467.73684210526324,1750
Chevrolet,Camaro,2012,6.2,8.0,Automatic (S6),Rear-Wheel Drive,Compact Cars,Regular,18.311666666666667,15,24,18,493.72222222222223,1850
Chevrolet,Camaro,2012,3.6,6.0,Automatic 6-spd,Rear-Wheel Drive,Compact Cars,Regular,14.98227272727273,19,30,22,403.95454545454544,1500
Chevrolet,Camaro,2012,3.6,6.0,Manual 6-spd,Rear-Wheel Drive,Compact Cars,Regular,16.4805,17,28,20,444.35,1650
Chevrolet,Camaro,2012,6.2,8.0,Manual 6-spd,Rear-Wheel Drive,Compact Cars,Premium,20.600625,14,19,16,555.4375,2550
Chevrolet,Camaro,2012,6.2,8.0,Automatic (S6),Rear-Wheel Drive,Compact Cars,Regular,23.543571428571425,12,18,14,634.7857142857142,2400
Chevrolet,Captiva AWD,2012,3.0,6.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,18.311666666666667,16,22,18,493.72222222222223,1850
Chevrolet,Captiva FWD,2012,2.4,4.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,14.330869565217393,20,28,23,386.39130434782606,1450
Chevrolet,Captiva FWD,2012,3.0,6.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,17.347894736842107,17,24,19,467.73684210526324,1750
Chevrolet,Colorado 2WD,2012,2.9,4.0,Automatic 4-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,15.695714285714288,18,25,21,423.19047619047615,1600
Chevrolet,Colorado 2WD,2012,2.9,4.0,Manual 5-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,15.695714285714288,18,25,21,423.19047619047615,1600
Chevrolet,Colorado 2WD,2012,5.3,8.0,Automatic 4-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,20.600625,14,20,16,555.4375,2100
Chevrolet,Colorado 2WD,2012,3.7,5.0,Automatic 4-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,17.347894736842107,17,23,19,467.73684210526324,1750
Chevrolet,Colorado 4WD,2012,2.9,4.0,Automatic 4-spd,4-Wheel Drive,Small Pickup Trucks 4WD,Regular,16.4805,17,23,20,444.35,1650
Chevrolet,Colorado 4WD,2012,2.9,4.0,Manual 5-spd,4-Wheel Drive,Small Pickup Trucks 4WD,Regular,16.4805,18,24,20,444.35,1650
Chevrolet,Colorado 4WD,2012,5.3,8.0,Automatic 4-spd,4-Wheel Drive,Small Pickup Trucks 4WD,Regular,20.600625,14,19,16,555.4375,2100
Chevrolet,Colorado 4WD,2012,3.7,5.0,Automatic 4-spd,4-Wheel Drive,Small Pickup Trucks 4WD,Regular,17.347894736842107,17,23,19,467.73684210526324,1750
Chevrolet,Colorado Cab Chassis inc 2WD,2012,3.7,5.0,Automatic 4-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,19.388823529411766,15,20,17,522.7647058823529,1950
Chevrolet,Colorado Cab Chassis inc 4WD,2012,3.7,5.0,Automatic 4-spd,4-Wheel Drive,Small Pickup Trucks 4WD,Regular,18.311666666666667,16,21,18,493.72222222222223,1850
Chevrolet,Colorado Crew Cab 2WD,2012,2.9,4.0,Automatic 4-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,15.695714285714288,18,25,21,423.19047619047615,1600
Chevrolet,Colorado Crew Cab 2WD,2012,2.9,4.0,Manual 5-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,15.695714285714288,18,25,21,423.19047619047615,1600
Chevrolet,Colorado Crew Cab 2WD,2012,5.3,8.0,Automatic 4-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,20.600625,14,20,16,555.4375,2100
Chevrolet,Colorado Crew Cab 2WD,2012,3.7,5.0,Automatic 4-spd,Rear-Wheel Drive,Small Pickup Trucks 2WD,Regular,17.347894736842107,17,23,19,467.73684210526324,1750
Chevrolet,Colorado Crew Cab 4WD,2012,5.3,8.0,Automatic 4-spd,4-Wheel Drive,Small Pickup Trucks 4WD,Regular,20.600625,14,19,16,555.4375,2100
Chevrolet,Colorado Crew Cab 4WD,2012,3.7,5.0,Automatic 4-spd,4-Wheel Drive,Small Pickup Trucks 4WD,Regular,18.311666666666667,16,21,18,493.72222222222223,1850
Chevrolet,Corvette,2012,6.2,8.0,Automatic (S6),Rear-Wheel Drive,Two Seaters,Regular,18.311666666666667,15,25,18,493.72222222222223,1850
Chevrolet,Corvette,2012,6.2,8.0,Manual 6-spd,Rear-Wheel Drive,Two Seaters,Regular,17.347894736842107,16,26,19,467.73684210526324,1750
Chevrolet,Corvette,2012,6.2,8.0,Manual 6-spd,Rear-Wheel Drive,Two Seaters,Premium,19.388823529411766,14,21,17,522.7647058823529,2400
Chevrolet,Corvette,2012,7.0,8.0,Manual 6-spd,Rear-Wheel Drive,Two Seaters,Premium,18.311666666666667,15,24,18,493.72222222222223,2250
Chevrolet,Cruze,2012,1.4,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,10.987,26,38,30,296.23333333333335,1100
Chevrolet,Cruze,2012,1.8,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,12.207777777777775,22,35,27,329.1481481481481,1250
Chevrolet,Cruze,2012,1.4,4.0,Manual 6-spd,Front-Wheel Drive,Midsize Cars,Regular,10.987,26,38,30,296.23333333333335,1100
Chevrolet,Cruze,2012,1.8,4.0,Manual 6-spd,Front-Wheel Drive,Midsize Cars,Regular,11.365862068965518,25,36,29,306.44827586206895,1150
Chevrolet,Cruze Eco,2012,1.4,4.0,Automatic 6-spd,Front-Wheel Drive,Midsize Cars,Regular,10.632580645161287,26,39,31,286.67741935483866,1050
Chevrolet,Cruze Eco,2012,1.4,4.0,Manual 6-spd,Front-Wheel Drive,Midsize Cars,Regular,9.988181818181818,28,42,33,269.3030303030303,1000
Chevrolet,Equinox AWD,2012,2.4,4.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,14.330869565217393,20,29,23,386.39130434782606,1450
Chevrolet,Equinox AWD,2012,3.0,6.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,17.347894736842107,16,23,19,467.73684210526324,1750
Chevrolet,Equinox AWD,2012,3.0,6.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,17.347894736842107,16,23,19,467.73684210526324,1750
Chevrolet,Equinox AWD,2012,2.4,4.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,14.330869565217393,20,29,23,386.39130434782606,1450
Chevrolet,Equinox FWD,2012,3.0,6.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,16.4805,17,24,20,444.35,1650
Chevrolet,Equinox FWD,2012,2.4,4.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,12.677307692307696,22,32,26,341.8076923076923,1300
Chevrolet,Equinox FWD,2012,3.0,6.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,16.4805,17,24,20,444.35,1650
Chevrolet,Equinox FWD,2012,2.4,4.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,12.677307692307696,22,32,26,341.8076923076923,1300
Chevrolet,Express 1500 2WD Cargo,2012,5.3,8.0,Automatic 4-spd,Rear-Wheel Drive,"Vans, Cargo Type",Gasoline or E85,21.974,13,18,15,592.4666666666667,2200
Chevrolet,Express 1500 2WD Cargo,2012,4.3,6.0,Automatic 4-spd,Rear-Wheel Drive,"Vans, Cargo Type",Regular,19.388823529411766,15,20,17,522.7647058823529,1950
Chevrolet,Express 1500 2WD Conversion Cargo,2012,5.3,8.0,Automatic 4-spd,Rear-Wheel Drive,"Vans, Cargo Type",Gasoline or E85,23.543571428571425,13,17,14,634.7857142857142,2400
Chevrolet,Express 1500 2WD Passenger,2012,5.3,8.0,Automatic 4-spd,Rear-Wheel Drive,"Vans, Passenger Type",Gasoline or E85,23.543571428571425,13,17,14,634.7857142857142,2400
Chevrolet,Express 1500 AWD Cargo,2012,5.3,8.0,Automatic 4-spd,All-Wheel Drive,"Vans, Cargo Type",Gasoline or E85,23.543571428571425,13,17,14,634.7857142857142,2400
Chevrolet,Express 1500 AWD Conversion Cargo,2012,5.3,8.0,Automatic 4-spd,All-Wheel Drive,"Vans, Cargo Type",Gasoline or E85,23.543571428571425,13,17,14,634.7857142857142,2400
Chevrolet,Express 1500 AWD Passenger,2012,5.3,8.0,Automatic 4-spd,All-Wheel Drive,"Vans, Passenger Type",Gasoline or E85,23.543571428571425,13,17,14,634.7857142857142,2400
Chevrolet,Express 2500 2WD Cargo,2012,6.0,8.0,Automatic 6-spd,Rear-Wheel Drive,"Vans, Cargo Type",Gasoline or E85,27.4675,10,15,12,740.5833333333335,2800
Chevrolet,Express 2500 2WD Conversion Cargo,2012,6.0,8.0,Automatic 6-spd,Rear-Wheel Drive,"Vans, Cargo Type",Gasoline or E85,27.4675,10,15,12,740.5833333333335,2800
Chevrolet,Express 2500 2WD Passenger,2012,4.8,8.0,Automatic 6-spd,Rear-Wheel Drive,"Vans, Passenger Type",Gasoline or E85,25.354615384615393,11,17,13,683.6153846153846,2550
Chevrolet,Express 2500 2WD Passenger,2012,6.0,8.0,Automatic 6-spd,Rear-Wheel Drive,"Vans, Passenger Type",Gasoline or E85,25.354615384615393,11,16,13,683.6153846153846,2550
Chevrolet,Express 3500 2WD Cargo,2012,6.0,8.0,Automatic 6-spd,Rear-Wheel Drive,"Vans, Cargo Type",Gasoline or E85,29.96454545454546,10,14,11,807.9090909090909,3050
Chevrolet,Express 3500 2WD Passenger,2012,4.8,8.0,Automatic 6-spd,Rear-Wheel Drive,"Vans, Passenger Type",Gasoline or E85,25.354615384615393,11,17,13,683.6153846153846,2550
Chevrolet,Express 3500 2WD Passenger,2012,6.0,8.0,Automatic 6-spd,Rear-Wheel Drive,"Vans, Passenger Type",Gasoline or E85,27.4675,10,15,12,740.5833333333335,2800
Chevrolet,Impala,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Large Cars,Regular,14.98227272727273,18,30,22,403.95454545454544,1500
Chevrolet,Impala,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Large Cars,Gasoline or E85,14.98227272727273,18,30,22,403.95454545454544,1500
Chevrolet,Malibu,2012,2.4,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,12.677307692307696,22,33,26,341.8076923076923,1300
Chevrolet,Malibu,2012,3.6,6.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,16.4805,17,26,20,444.35,1650
Chevrolet,Malibu,2012,2.4,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Gasoline or E85,12.677307692307696,22,33,26,341.8076923076923,1300
Chevrolet,Silverado 15 Hybrid 2WD,2012,6.0,8.0,Automatic (variable gear ratios),Rear-Wheel Drive,Standard Pickup Trucks 2WD,Regular,15.695714285714288,20,23,21,423.19047619047615,1600
Chevrolet,Silverado 15 Hybrid 4WD,2012,6.0,8.0,Automatic (variable gear ratios),4-Wheel Drive,Standard Pickup Trucks 4WD,Regular,15.695714285714288,20,23,21,423.19047619047615,1600
Chevrolet,Silverado C15 2WD,2012,5.3,8.0,Automatic 6-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Silverado C15 2WD,2012,6.2,8.0,Automatic 6-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Gasoline or E85,23.543571428571425,13,18,14,634.7857142857142,2400
Chevrolet,Silverado C15 2WD,2012,4.3,6.0,Automatic 4-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Regular,19.388823529411766,15,20,17,522.7647058823529,1950
Chevrolet,Silverado C15 2WD,2012,4.8,8.0,Automatic 4-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Gasoline or E85,20.600625,14,19,16,555.4375,2100
Chevrolet,Silverado C15 XFE 2WD,2012,5.3,8.0,Automatic 6-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Gasoline or E85,18.311666666666667,15,22,18,493.72222222222223,1850
Chevrolet,Silverado K15 4WD,2012,5.3,8.0,Automatic 6-spd,4-Wheel Drive,Standard Pickup Trucks 4WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Silverado K15 4WD,2012,6.2,8.0,Automatic 6-spd,4-Wheel Drive,Standard Pickup Trucks 4WD,Gasoline or E85,23.543571428571425,12,18,14,634.7857142857142,2400
Chevrolet,Silverado K15 4WD,2012,4.3,6.0,Automatic 4-spd,4-Wheel Drive,Standard Pickup Trucks 4WD,Regular,21.974,14,18,15,592.4666666666667,2200
Chevrolet,Silverado K15 4WD,2012,4.8,8.0,Automatic 4-spd,4-Wheel Drive,Standard Pickup Trucks 4WD,Gasoline or E85,21.974,13,18,15,592.4666666666667,2200
Chevrolet,Sonic,2012,1.8,4.0,Automatic (S6),Front-Wheel Drive,Compact Cars,Regular,11.771785714285713,25,35,28,317.39285714285717,1200
Chevrolet,Sonic,2012,1.8,4.0,Manual 5-spd,Front-Wheel Drive,Compact Cars,Regular,11.365862068965518,26,35,29,306.44827586206895,1150
Chevrolet,Sonic,2012,1.4,4.0,Manual 6-spd,Front-Wheel Drive,Compact Cars,Regular,9.988181818181818,29,40,33,269.3030303030303,1000
Chevrolet,Sonic,2012,1.4,4.0,Automatic (S6),Front-Wheel Drive,Compact Cars,Regular,10.632580645161287,27,37,31,286.67741935483866,1050
Chevrolet,Sonic 5,2012,1.8,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,11.771785714285713,25,35,28,317.39285714285717,1200
Chevrolet,Sonic 5,2012,1.8,4.0,Manual 5-spd,Front-Wheel Drive,Midsize Cars,Regular,11.365862068965518,26,35,29,306.44827586206895,1150
Chevrolet,Sonic 5,2012,1.4,4.0,Manual 6-spd,Front-Wheel Drive,Midsize Cars,Regular,9.988181818181818,29,40,33,269.3030303030303,1000
Chevrolet,Sonic 5,2012,1.4,4.0,Automatic (S6),Front-Wheel Drive,Midsize Cars,Regular,10.632580645161287,27,37,31,286.67741935483866,1050
Chevrolet,Suburban 1500 2WD,2012,5.3,8.0,Automatic 6-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Suburban 1500 4WD,2012,5.3,8.0,Automatic 6-spd,4-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Suburban 2500 2WD,2012,6.0,8.0,Automatic 6-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,27.4675,10,16,12,740.5833333333335,2800
Chevrolet,Suburban 2500 4WD,2012,6.0,8.0,Automatic 6-spd,4-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,27.4675,10,15,12,740.5833333333335,2800
Chevrolet,Tahoe 1500 2WD,2012,5.3,8.0,Automatic 6-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Tahoe 1500 4WD,2012,5.3,8.0,Automatic 6-spd,4-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,19.388823529411766,15,21,17,522.7647058823529,1950
Chevrolet,Tahoe Hybrid 2WD,2012,6.0,8.0,Automatic (variable gear ratios),Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,15.695714285714288,20,23,21,423.19047619047615,1600
Chevrolet,Tahoe Hybrid 4WD,2012,6.0,8.0,Automatic (variable gear ratios),4-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,15.695714285714288,20,23,21,423.19047619047615,1600
Chevrolet,Traverse AWD,2012,3.6,6.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,17.347894736842107,16,23,19,467.73684210526324,1750
Chevrolet,Traverse FWD,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,17.347894736842107,17,24,19,467.73684210526324,1750
Chevrolet,Volt,2012,1.4,4.0,Auto (AV),Front-Wheel Drive,Compact Cars,Premium Gas or Electricity,3.3756214821428574,35,40,37,87.0,1100
Chrysler,200,2012,2.4,4.0,Automatic 4-spd,Front-Wheel Drive,Midsize Cars,Regular,13.73375,21,30,24,370.29166666666674,1400
Chrysler,200,2012,2.4,4.0,Automatic 6-spd,Front-Wheel Drive,Midsize Cars,Regular,13.73375,20,31,24,370.29166666666674,1400
Chrysler,200,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Midsize Cars,Gasoline or E85,14.98227272727273,19,29,22,403.95454545454544,1500
Chrysler,200 Convertible,2012,2.4,4.0,Automatic 6-spd,Front-Wheel Drive,Compact Cars,Regular,14.98227272727273,18,29,22,403.95454545454544,1500
Chrysler,200 Convertible,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Compact Cars,Gasoline or E85,14.98227272727273,19,29,22,403.95454545454544,1500
Chrysler,300,2012,3.6,6.0,Automatic 5-spd,Rear-Wheel Drive,Large Cars,Regular,15.695714285714288,18,27,21,423.19047619047615,1600
Chrysler,300,2012,5.7,8.0,Automatic 5-spd,Rear-Wheel Drive,Large Cars,Midgrade,17.347894736842107,16,25,19,467.73684210526324,1950
Chrysler,300,2012,3.6,6.0,Automatic 8-spd,Rear-Wheel Drive,Large Cars,Gasoline or E85,14.330869565217393,19,31,23,386.39130434782606,1450
Chrysler,300 AWD,2012,5.7,8.0,Automatic 5-spd,All-Wheel Drive,Large Cars,Midgrade,18.311666666666667,15,23,18,493.72222222222223,2050
Chrysler,300 AWD,2012,3.6,6.0,Automatic 8-spd,All-Wheel Drive,Large Cars,Gasoline or E85,15.695714285714288,18,27,21,423.19047619047615,1600
Chrysler,300 SRT8,2012,6.4,8.0,Automatic 5-spd,Rear-Wheel Drive,Large Cars,Premium,19.388823529411766,14,23,17,522.7647058823529,2400
Chrysler,Town and Country,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Minivan - 2WD,Gasoline or E85,16.4805,17,25,20,444.35,1650
Dodge,Avenger,2012,2.4,4.0,Automatic 4-spd,Front-Wheel Drive,Midsize Cars,Regular,13.73375,21,30,24,370.29166666666674,1400
Dodge,Avenger,2012,2.4,4.0,Automatic 6-spd,Front-Wheel Drive,Midsize Cars,Regular,13.73375,20,31,24,370.29166666666674,1400
Dodge,Avenger,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Midsize Cars,Gasoline or E85,14.98227272727273,19,29,22,403.95454545454544,1500
Dodge,Caliber,2012,2.0,4.0,Automatic (variable gear ratios),Front-Wheel Drive,Small Station Wagons,Regular,13.73375,23,27,24,370.29166666666674,1400
Dodge,Caliber,2012,2.0,4.0,Manual 5-spd,Front-Wheel Drive,Small Station Wagons,Regular,12.207777777777775,24,32,27,329.1481481481481,1250
Dodge,Caliber,2012,2.4,4.0,Automatic (variable gear ratios),Front-Wheel Drive,Small Station Wagons,Regular,13.73375,22,27,24,370.29166666666674,1400
Dodge,Challenger,2012,3.6,6.0,Automatic 5-spd,Rear-Wheel Drive,Midsize Cars,Regular,15.695714285714288,18,27,21,423.19047619047615,1600
Dodge,Challenger,2012,5.7,8.0,Manual 6-spd,Rear-Wheel Drive,Midsize Cars,Premium,18.311666666666667,15,23,18,493.72222222222223,2250
Dodge,Challenger,2012,5.7,8.0,Automatic 5-spd,Rear-Wheel Drive,Midsize Cars,Midgrade,17.347894736842107,16,25,19,467.73684210526324,1950
Dodge,Challenger SRT8,2012,6.4,8.0,Manual 6-spd,Rear-Wheel Drive,Midsize Cars,Premium,19.388823529411766,14,23,17,522.7647058823529,2400
Dodge,Challenger SRT8,2012,6.4,8.0,Automatic 5-spd,Rear-Wheel Drive,Midsize Cars,Premium,19.388823529411766,14,23,17,522.7647058823529,2400
Dodge,Charger,2012,3.6,6.0,Automatic 5-spd,Rear-Wheel Drive,Large Cars,Regular,15.695714285714288,18,27,21,423.19047619047615,1600
Dodge,Charger,2012,5.7,8.0,Automatic 5-spd,Rear-Wheel Drive,Large Cars,Midgrade,17.347894736842107,16,25,19,467.73684210526324,1950
Dodge,Charger,2012,3.6,6.0,Automatic 8-spd,Rear-Wheel Drive,Large Cars,Gasoline or E85,14.330869565217393,19,31,23,386.39130434782606,1450
Dodge,Charger AWD,2012,5.7,8.0,Automatic 5-spd,All-Wheel Drive,Large Cars,Midgrade,18.311666666666667,15,23,18,493.72222222222223,2050
Dodge,Charger AWD,2012,3.6,6.0,Automatic 8-spd,All-Wheel Drive,Large Cars,Gasoline or E85,15.695714285714288,18,27,21,423.19047619047615,1600
Dodge,Charger SRT8,2012,6.4,8.0,Automatic 5-spd,Rear-Wheel Drive,Large Cars,Premium,19.388823529411766,14,23,17,522.7647058823529,2400
Dodge,Durango 2WD,2012,3.6,6.0,Automatic 5-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,17.347894736842107,16,23,19,467.73684210526324,1750
Dodge,Durango 2WD,2012,5.7,8.0,Automatic 6-spd,Rear-Wheel Drive,Sport Utility Vehicle - 2WD,Midgrade,20.600625,14,20,16,555.4375,2300
Dodge,Durango 4WD,2012,3.6,6.0,Automatic 5-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Gasoline or E85,17.347894736842107,16,23,19,467.73684210526324,1750
Dodge,Durango 4WD,2012,5.7,8.0,Automatic 6-spd,4-Wheel Drive,Sport Utility Vehicle - 4WD,Midgrade,21.974,13,20,15,592.4666666666667,2450
Dodge,Grand Caravan,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Minivan - 2WD,Gasoline or E85,16.4805,17,25,20,444.35,1650
Dodge,Journey AWD,2012,3.6,6.0,Automatic 6-spd,All-Wheel Drive,Sport Utility Vehicle - 4WD,Regular,17.347894736842107,16,24,19,467.73684210526324,1750
Dodge,Journey FWD,2012,2.4,4.0,Automatic 4-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Regular,14.98227272727273,19,26,22,403.95454545454544,1500
Dodge,Journey FWD,2012,3.6,6.0,Automatic 6-spd,Front-Wheel Drive,Sport Utility Vehicle - 2WD,Gasoline or E85,16.4805,17,25,20,444.35,1650
Dodge,Ram 1500 Pickup 2WD,2012,3.7,6.0,Automatic 4-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Regular,20.600625,14,20,16,555.4375,2100
Dodge,Ram 1500 Pickup 2WD,2012,5.7,8.0,Automatic 6-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Midgrade,20.600625,14,20,16,555.4375,2300
Dodge,Ram 1500 Pickup 2WD,2012,4.7,8.0,Automatic 6-spd,Rear-Wheel Drive,Standard Pickup Trucks 2WD,Gasoline or E85,20.600625,14,20,16,555.4375,2100
Dodge,Ram 1500 Pickup 4WD,2012,5.7,8.0,Automatic 6-spd,4-Wheel Drive,Standard Pickup Trucks 4WD,Midgrade,21.974,13,19,15,592.4666666666667,2450
Dodge,Ram 1500 Pickup 4WD,2012,4.7,8.0,Automatic 6-spd,4-Wheel Drive,Standard Pickup Trucks 4WD,Gasoline or E85,20.600625,14,19,16,555.4375,2100
Ferrari,458 Italia Coupe,2012,4.5,8.0,Auto(AM7),Rear-Wheel Drive,Two Seaters,Premium,23.543571428571425,12,17,14,634.7857142857142,2900
Ferrari,458 Italia Coupe,2012,4.5,8.0,Auto(AM7),Rear-Wheel Drive,Two Seaters,Premium,23.543571428571425,12,18,14,634.7857142857142,2900
Ferrari,458 Italia Spider,2012,4.5,8.0,Auto(AM7),Rear-Wheel Drive,Two Seaters,Premium,23.543571428571425,12,17,14,634.7857142857142,2900
Ferrari,458 Italia Spider,2012,4.5,8.0,Auto(AM7),Rear-Wheel Drive,Two Seaters,Premium,23.543571428571425,12,18,14,634.7857142857142,2900
Ferrari,California,2012,4.3,8.0,Auto(AM7),Rear-Wheel Drive,Two Seaters,Premium,21.974,13,19,15,592.4666666666667,2700
Ferrari,FF,2012,6.3,12.0,Auto(AM7),Part-time 4-Wheel Drive,Midsize Cars,Premium,25.354615384615393,11,17,13,683.6153846153846,3100
Fiat,500,2012,1.4,4.0,Automatic 6-spd,Front-Wheel Drive,Minicompact Cars,Premium,10.987,27,34,30,296.23333333333335,1350
